Download Code,D_num,Announced,Effective,GVKEY,PERMNO,TICKER,IBES Ticker,Company Name,COMPANY NAME - HISTORICAL,Company Name,URL,page,Start Date,End Date,Start Page,End Page,,Company,Start From Page,#of Page Visited,#of Page Downloaded,#of Records Downloaded,,
green,2568108020,9/19/2013,11/3/2014,126554,87432,A,AT1,AGILENT TECHNOLOGIES INC,AGILENT TECHNOLOGIES INC,AGILENT TECHNOLOGIES INC,https://www.glassdoor.com/Reviews/Agilent-Technologies-Reviews-E9711.htm,258,9/19/2012,11/3/2015,,,,AGILENT TECHNOLOGIES INC,194,40,38,380,,
duplicate,2584546020,11/14/2013,11/3/2014,6435,17750,KMB,KMB,KIMBERLY-CLARK CORP,KIMBERLY CLARK CORP,KIMBERLY-CLARK CORP,https://www.glassdoor.com/Reviews/Kimberly-Clark-Reviews-E383.htm,294,11/14/2012,11/3/2015,,,,KIMBERLY-CLARK CORP,233,24,22,220,,
green,2603563020,1/20/2014,11/3/2014,6433,47715,KBAL,KBAL,KIMBALL INTERNATIONAL INC,KIMBALL INTERNATIONAL INC,KIMBALL INTERNATIONAL -CL B,https://www.glassdoor.com/Reviews/Kimball-International-Reviews-E1567.htm,13,1/20/2013,11/3/2015,,,,KIMBALL INTERNATIONAL INC,9,4,2,20,,
duplicate,2635780020,5/8/2014,11/5/2014,17010,13757,LMCA,LMCA,LIBERTY MEDIA CORP,LIBERTY MEDIA CORP 3RD NEW,LIBERTY MEDIA SIRIUSXM GROUP,https://www.glassdoor.com/Reviews/Liberty-Media-Reviews-E5991.htm,1,5/8/2013,11/5/2015,,,,LIBERTY MEDIA CORP,1,1,1,6,,
Need Investigate,2627635020,4/10/2014,11/13/2014,13032,75215,CSH,PWN,CASH AMERICA INTERNATIONAL INC,CASH AMERICA INVESTMENTS INC,CASH AMERICA INTL INC,https://www.glassdoor.com/Reviews/Cash-America-Pawn-Reviews-E5747627.htm,15,4/10/2013,11/13/2015,83,,,CASH AMERICA INTERNATIONAL INC,,,,,,
green,2609908020,2/14/2014,12/1/2014,8068,34833,OXY,OXY,OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP,OCCIDENTAL PETROLEUM CORP,https://www.glassdoor.com/Reviews/Occidental-Petroleum-Reviews-E491.htm,105,2/14/2013,12/1/2015,,,,OCCIDENTAL PETROLEUM CORP,84,18,16,160,,
green,2644735020,6/10/2014,12/17/2014,21487,76138,BEAV,BEAV,BE AEROSPACE INC,B E AEROSPACE INC,B/E AEROSPACE INC,https://www.glassdoor.com/Reviews/BE-Aerospace-Reviews-E727.htm,46,6/10/2013,12/17/2015,,,,BE AEROSPACE INC,24,19,17,170,,
green,2714449020,1/8/2015,1/8/2015,61513,82618,SNDK,SNDK,SANDISK CORP,SANDISK CORP,SANDISK CORP,https://www.glassdoor.com/Reviews/SanDisk-Reviews-E4479.htm,59,1/8/2014,1/8/2016,,,,SANDISK CORP,20,28,26,260,,
Not Found,2635681020,5/7/2014,2/2/2015,12926,10443,FRPH,PA27,FRP HOLDINGS INC,F R P HOLDINGS INC,FRP HOLDINGS INC,,1,5/7/2013,2/2/2016,,,,FRP HOLDINGS INC,,,,,,
green,2659304020,7/29/2014,4/27/2015,174490,91391,WIN,VCGI,WINDSTREAM HOLDINGS INC,WINDSTREAM HOLDINGS INC,WINDSTREAM HOLDINGS INC,https://www.glassdoor.com/Reviews/Windstream-IA-Reviews-E4552579.htm,2,7/29/2013,4/26/2016,,,,WINDSTREAM HOLDINGS INC,1,2,0,0,,
green,2661527020,8/5/2014,6/29/2015,4988,47941,GCI,GCI,TEGNA INC,TEGNA INC,TEGNA INC,https://www.glassdoor.com/Reviews/TEGNA-Reviews-E1018607.htm,59,8/5/2013,6/28/2016,,,,TEGNA INC,56,5,4,33,,
green,2549249020,10/24/2013,7/1/2015,4087,11703,DD,DD,E I DU PONT DE NEMOURS AND CO,DU PONT E I DE NEMOURS & CO,DU PONT (E I) DE NEMOURS,https://www.glassdoor.com/Reviews/DuPont-Reviews-E215.htm,314,10/24/2012,6/30/2016,,,,E I DU PONT DE NEMOURS AND CO,212,87,85,850,,
green,2622309020,10/1/2014,7/1/2015,185229,10220,BWC,BWCN,BWX TECHNOLOGIES INC,B W X TECHNOLOGIES INC,BWX TECHNOLOGIES INC,https://www.glassdoor.com/Reviews/BWX-Technologies-Reviews-E186771.htm,39,10/1/2013,6/30/2016,,,,BWX TECHNOLOGIES INC,36,4,3,25,,
green,2632951020,4/30/2014,7/1/2015,133367,87659,ENR,ENR1,EDGEWELL PERSONAL CARE CO,EDGEWELL PERSONAL CARE CO,EDGEWELL PERSONAL CARE CO,https://www.glassdoor.com/Reviews/Edgewell-Personal-Care-Reviews-E1028523.htm,43,4/30/2013,6/30/2016,,,,EDGEWELL PERSONAL CARE CO,39,5,4,35,,
green,2680811020,9/30/2014,7/1/2015,7085,34032,MAS,MAS,MASCO CORP,MASCO CORP,MASCO CORP,https://www.glassdoor.com/Reviews/Masco-Reviews-E427.htm,28,9/30/2013,6/30/2016,,,,MASCO CORP,16,8,6,60,,
green,2696199020,11/13/2014,7/1/2015,11300,53225,GHC,WPO,GRAHAM HOLDINGS CO,GRAHAM HOLDINGS CO,GRAHAM HOLDINGS CO,https://www.glassdoor.com/Reviews/Graham-Holdings-Reviews-E447348.htm,4,11/13/2013,6/30/2016,,,,GRAHAM HOLDINGS CO,1,4,2,12,,
green,2706323020,12/8/2014,7/1/2015,15252,92029,TRS,TRSA,TRIMAS CORP,TRIMAS CORP,TRIMAS CORP,https://www.glassdoor.com/Reviews/TriMas-Reviews-E1968.htm,4,12/8/2013,6/30/2016,,,,TRIMAS CORP,1,4,2,14,,
green,2691750020,11/3/2014,7/2/2015,61181,82179,IART,IART,INTEGRA LIFESCIENCES HOLDINGS CO,INTEGRA LIFESCIENCES CORP,INTEGRA LIFESCIENCES HLDGS,https://www.glassdoor.com/Reviews/Integra-LifeSciences-Reviews-E5438.htm,74,11/3/2013,7/1/2016,,,,INTEGRA LIFESCIENCES HOLDINGS CO,54,15,13,130,,
green,2603921020,9/30/2014,7/20/2015,114524,86356,EBAY,EBY1,EBAY INC,EBAY INC,EBAY INC,https://www.glassdoor.com/Reviews/eBay-Reviews-E7853.htm,547,9/30/2013,7/19/2016,,,,EBAY INC,380,94,92,920,,
green,2728015020,2/26/2015,8/3/2015,28924,79667,BKS,BKS,BARNES & NOBLE INC.,BARNES & NOBLE INC,BARNES & NOBLE INC,https://www.glassdoor.com/Reviews/Barnes-and-Noble-Reviews-E2439.htm,779,2/26/2014,8/2/2016,,,,BARNES & NOBLE INC.,562,136,134,1340,,
green,2673601020,9/10/2014,8/4/2015,29241,79879,JDSU,UNPH,VIAVI SOLUTIONS INC,VIAVI SOLUTIONS INC,VIAVI SOLUTIONS INC,https://www.glassdoor.com/Reviews/VIAVI-Solutions-Reviews-E1053141.htm,50,9/10/2013,8/3/2016,,,,VIAVI SOLUTIONS INC,45,6,5,42,,
green,2690217020,10/29/2014,9/28/2015,5087,55212,SPW,SPW,SPX CORPORATION,S P X CORP,SPX CORP,https://www.glassdoor.com/Reviews/SPX-Technologies-Reviews-E580.htm,39,10/29/2013,9/27/2016,,,,SPX CORPORATION,21,16,14,140,,
green,2689710020,10/27/2014,10/1/2015,184157,93233,MSG,MSGN,MSG NETWORKS INC,M S G NETWORKS INC,MSG NETWORKS INC,https://www.glassdoor.com/Reviews/MSG-Networks-Reviews-E1405195.htm,3,10/27/2013,9/30/2016,,,,MSG NETWORKS INC,1,2,0,0,,
green,2682929020,10/6/2014,11/2/2015,5606,27828,HPQ,HWP,HP INC,H P INC,HP INC,https://www.glassdoor.com/Reviews/HP-Inc-Reviews-E1093161.htm,906,10/6/2013,11/1/2016,,,,HP INC,871,37,35,350,,
green,2696761020,11/17/2014,11/4/2015,65009,92245,EXH,HANO,ARCHROCK INC,ARCHROCK INC,ARCHROCK INC,https://www.glassdoor.com/Reviews/Archrock-Reviews-E1176896.htm,10,11/17/2013,11/3/2016,,,,ARCHROCK INC,8,4,2,12,,
green,2767110020,6/23/2015,11/10/2015,31846,81655,DRI,DRI,DARDEN RESTAURANTS INC,DARDEN RESTAURANTS INC,DARDEN RESTAURANTS INC,https://www.glassdoor.com/Reviews/Darden-Reviews-E4160.htm,279,6/23/2014,11/9/2016,,,,DARDEN RESTAURANTS INC,156,60,58,580,,
green,2723108020,2/5/2015,2/4/2016,5250,85908,GRA,GRA,W. R. GRACE & CO,GRACE W R & CO DEL NEW,GRACE (W R) & CO,https://www.glassdoor.com/Reviews/W-R-Grace-and-Co-Reviews-E710.htm,41,2/5/2014,2/3/2017,,,,W. R. GRACE & CO,28,11,9,90,,
green,2719793020,1/29/2015,3/4/2016,6994,51263,MTW,MANT,MANITOWOC COMPANY INC,MANITOWOC CO INC,MANITOWOC CO,https://www.glassdoor.com/Reviews/Manitowoc-Reviews-E1613.htm,18,1/29/2014,3/4/2017,,,,MANITOWOC COMPANY INC,8,11,9,90,,
green,2748351020,4/30/2015,3/14/2016,140073,88615,GB,AA30,INTEGER HOLDINGS CORP,INTEGER HOLDINGS CORP,INTEGER HOLDINGS CORP,https://www.glassdoor.com/Reviews/Integer-Reviews-E1380104.htm,43,4/30/2014,3/14/2017,,,,INTEGER HOLDINGS CORP,41,3,2,13,,
green,2726717020,2/23/2015,4/4/2016,175689,91516,AWI,AWI,ARMSTRONG WORLD INDUSTRIES INC,ARMSTRONG WORLD INDS INC NEW,ARMSTRONG WORLD INDUSTRIES,https://www.glassdoor.com/Reviews/Armstrong-World-Industries-Reviews-E2394.htm,33,2/23/2014,4/4/2017,,,,ARMSTRONG WORLD INDUSTRIES INC,21,10,8,80,,
green,2787910020,8/3/2015,5/2/2016,23714,88284,CYH,CYH,COMMUNITY HEALTH SYSTEMS INC,COMMUNITY HEALTH SYS INC NEW,COMMUNITY HEALTH SYSTEMS INC,https://www.glassdoor.com/Reviews/Community-Health-Systems-Reviews-E1548.htm,155,8/3/2014,5/2/2017,,,,COMMUNITY HEALTH SYSTEMS INC,95,49,47,470,,
green,2713458020,1/8/2015,5/16/2016,29830,21186,WRK,RKTN,WESTROCK CO,WESTROCK CO,WESTROCK CO,https://www.glassdoor.com/Reviews/WestRock-Reviews-E1033056.htm,241,1/8/2014,5/16/2017,,,,WESTROCK CO,196,40,38,380,,
duplicate,2940516020,8/27/2015,6/2/2016,62396,88988,IDT,IDTC,IDT CORP,I D T CORP,IDT CORP,https://www.glassdoor.com/Reviews/IDT-Reviews-E5817.htm,36,8/27/2014,6/2/2017,,,,IDT CORP,23,11,8,80,,
green,2598500020,3/18/2014,7/1/2016,5600,91575,HTZ,HTZW,HERC HOLDINGS INC,HERC HOLDINGS INC,HERTZ GLOBAL HOLDINGS INC,https://www.glassdoor.com/Reviews/Herc-Rentals-Reviews-E1359217.htm,61,3/18/2013,7/1/2017,,,,HERC HOLDINGS INC,57,5,4,38,,
green,2752282020,5/13/2015,7/5/2016,3735,49680,DHR,DMG,DANAHER CORP,DANAHER CORP,DANAHER CORP,https://www.glassdoor.com/Reviews/Danaher-Reviews-E193.htm,80,5/13/2014,7/5/2017,,,,DANAHER CORP,56,16,14,140,,
green,2954488020,8/6/2015,8/1/2016,176022,91571,EBS,EBO,EMERGENT BIOSOLUTIONS INC,EMERGENT BIOSOLUTIONS INC,EMERGENT BIOSOLUTIONS INC,https://www.glassdoor.com/Reviews/Emergent-BioSolutions-Reviews-E9794.htm,51,8/6/2014,8/1/2017,,,,EMERGENT BIOSOLUTIONS INC,37,12,10,100,,
green,2798647020,8/4/2015,10/3/2016,4040,38682,RRD,DNY,RR DONNELLEY SONS CO,DONNELLEY R R & SONS CO,DONNELLEY (R R) & SONS CO,https://www.glassdoor.com/Reviews/R-R-Donnelley-Reviews-E554.htm,380,8/4/2014,10/3/2017,,,,RR DONNELLEY SONS CO,244,13,11,110,,
green,2801932020,9/16/2015,10/3/2016,1209,28222,APD,APD,AIR PRODUCTS AND CHEMICALS INC,AIR PRODUCTS & CHEMICALS INC,AIR PRODUCTS & CHEMICALS INC,https://www.glassdoor.com/Reviews/Air-Products-Reviews-E17.htm,138,9/16/2014,10/3/2017,,,,AIR PRODUCTS AND CHEMICALS INC,91,33,31,310,,
green,2957646020,5/12/2016,10/3/2016,1300,10145,HON,ALD,HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC,https://www.glassdoor.com/Reviews/Honeywell-Reviews-E28.htm,2248,5/13/2015,10/3/2017,,,,HONEYWELL INTERNATIONAL INC,1743,301,299,2990,,
green,2805584020,9/28/2015,11/1/2016,1356,24643,AA,AA,ARCONIC INC,ARCONIC INC,ALCOA INC,https://www.glassdoor.com/Reviews/Arconic-Reviews-E1466697.htm,75,9/28/2014,11/1/2017,,,,ARCONIC INC,65,11,10,95,,
green,9999999005,10/20/2015,11/1/2016,65417,85348,YUM,YUM,YUM! BRANDS INC,YUM BRANDS INC,YUM BRANDS INC,https://www.glassdoor.com/Reviews/Yum-Brands-Reviews-E6995.htm,79,10/20/2014,11/1/2017,,,,YUM! BRANDS INC,52,18,16,160,,
green,2822207020,11/18/2015,11/10/2016,3362,56274,CAG,CAG,CONAGRA BRANDS INC,CONAGRA INC,CONAGRA BRANDS INC,https://www.glassdoor.com/Reviews/Conagra-Brands-Reviews-E172.htm,186,11/18/2014,11/10/2017,,,,CONAGRA BRANDS INC,100,63,61,610,,
green,3032736020,7/18/2016,12/1/2016,8210,15860,OSG,OSG/1,OVERSEAS SHIPHOLDING GROUP INC,OVERSEAS SHIPHOLDING GROUP INC,OVERSEAS SHIPHOLDING GROUP,https://www.glassdoor.com/Reviews/Overseas-Shipholding-Group-Reviews-E500.htm,5,7/19/2015,12/1/2017,,,,OVERSEAS SHIPHOLDING GROUP INC,1,5,2,19,,
green,3021104020,8/4/2016,12/27/2016,180759,13869,SAUC,DFRH,DIVERSIFIED RESTAURANT HOLDINGS,DIVERSIFIED RESTAURANT HLDGS IN,DIVERSIFIED RESTAURANT HLDGS,https://www.glassdoor.com/Reviews/Diversified-Restaurant-Group-Reviews-E3252455.htm,3,8/5/2015,12/27/2017,,,,DIVERSIFIED RESTAURANT HOLDINGS,1,3,0,0,,
green,2915194020,1/29/2016,1/3/2017,11636,27983,XRX,XRX,XEROX CORP,XEROX CORP,XEROX CORP,https://www.glassdoor.com/Reviews/Xerox-Reviews-E747.htm,902,1/29/2015,1/3/2018,,,,XEROX CORP,338,251,368,3680,,
green,2855241020,2/26/2016,1/4/2017,5643,14338,HLT,HLTT,HILTON WORLDWIDE HOLDINGS INC,HILTON WORLDWIDE HOLDINGS INC,HILTON WORLDWIDE HOLDINGS,https://www.glassdoor.com/Reviews/Hilton-Reviews-E330.htm,1115,2/26/2015,1/4/2018,,,,HILTON WORLDWIDE HOLDINGS INC,828,202,200,2000,,
green,2962520020,5/23/2016,1/30/2017,11115,27043,VAR,VAR,VARIAN MEDICAL SYSTEMS INC,VARIAN MEDICAL SYSTEMS INC,VARIAN MEDICAL SYSTEMS INC,https://www.glassdoor.com/Reviews/Varian-Medical-Systems-Reviews-E9111.htm,131,5/24/2015,1/30/2018,,,,VARIAN MEDICAL SYSTEMS INC,93,24,22,220,,
green,2953980020,5/3/2016,2/2/2017,24468,76841,BIIB,IDPH,BIOGEN INC,BIOGEN IDEC INC,BIOGEN INC,https://www.glassdoor.com/Reviews/Biogen-Reviews-E1336.htm,198,5/4/2015,2/2/2018,,,,BIOGEN INC,130,49,47,470,,
duplicate,3005901020,9/7/2016,6/1/2017,4988,47941,TGNA,GCI,TEGNA INC,TEGNA INC,TEGNA INC,https://www.glassdoor.com/Reviews/TEGNA-Reviews-E1018607.htm,59,9/8/2015,6/1/2018,,,,TEGNA INC,47,13,11,110,,
duplicate,3063341020,11/30/2015,6/2/2017,26021,78137,CKH,CKOR,SEACOR HOLDINGS INC,SEACOR HOLDINGS INC,SEACOR HOLDINGS INC,https://www.glassdoor.com/Reviews/SEACOR-Reviews-E1439.htm,3,11/30/2014,6/2/2018,,,,SEACOR HOLDINGS INC,1,3,2,16,,
green,3113110020,12/7/2016,10/2/2017,20960,14685,FNFV,FNTN/1,FIDELITY NATIONAL FINANCIAL INC,FIDELITY NATIONAL FINL INC NEW,CANNAE HOLDINGS INC,https://www.glassdoor.com/Reviews/Fidelity-National-Financial-Reviews-E39083.htm,113,12/8/2015,10/2/2018,,,,FIDELITY NATIONAL FINANCIAL INC,86,19,17,170,,
duplicate,3157900020,8/21/2017,10/2/2017,7938,28118,NC,NC1,NACCO INDUSTRIES INC,NACCO INDUSTRIES INC,NACCO INDUSTRIES -CL A,https://www.glassdoor.com/Reviews/NACCO-Industries-Reviews-E455.htm,1,8/21/2016,10/2/2018,,,,NACCO INDUSTRIES INC,1,1,0,0,,
green,3126486020,1/31/2017,11/29/2017,120093,86799,CNX,CNX,CNX RESOURCES CORP,C N X RESOURCES CORP,CNX RESOURCES CORPORATION,https://www.glassdoor.com/Reviews/CNX-Resources-Reviews-E39687.htm,8,2/1/2016,11/29/2018,,,,CNX RESOURCES CORP,6,3,2,12,2701,26906
,,,,,,,,,,,,,,,,,,,,,,,,
green,,7/21/2017,1/2/2018,,,,,Liberty Global PLC,,,https://www.glassdoor.com/Reviews/Liberty-Global-Reviews-E38776.htm,58,7/21/2016,1/2/2019,,,,,,,,,,
green,,12/27/2017,1/4/2018,,,,,Array Biopharma Inc,,,https://www.glassdoor.com/Reviews/Array-BioPharma-Reviews-E4648142.htm,1,12/27/2016,1/4/2019,,,,,,,,,,
green,,7/10/2017,2/23/2018,,,,,Thorley Industries LLC,,,https://www.glassdoor.com/Reviews/4moms-Reviews-E505096.htm,5,7/10/2016,2/23/2019,,,,,,,,,,
,,2/23/2018,2/23/2018,,,,,Physical Optics Corp,,,https://www.glassdoor.com/Reviews/Mercury-Systems-Reviews-E4049.htm,73,2/23/2017,2/23/2019,,,,,,,,,,
green,,3/23/2017,3/26/2018,,,,,IDT Corp,,,https://www.glassdoor.com/Reviews/IDT-Reviews-E5817.htm,36,3/23/2016,3/26/2019,,,,,,,,,,
green,,9/7/2017,3/26/2018,,,,,Cogint Inc,,,https://www.glassdoor.com/Reviews/Fluent-Reviews-E825747.htm,10,9/7/2016,3/26/2019,,,,,,,,,,
green,,3/27/2018,3/27/2018,,,,,RTI International,,,https://www.glassdoor.com/Reviews/RTI-International-Reviews-E4480.htm,130,3/27/2017,3/27/2019,,,,,,,,,,
green,,4/3/2018,4/3/2018,,,,,Stratasys Ltd,,,https://www.glassdoor.com/Reviews/Stratasys-Reviews-E3760.htm,40,4/3/2017,4/3/2019,,,,,,,,,,
green,,5/9/2017,4/30/2018,,,,,Pentair plc,,,https://www.glassdoor.com/Reviews/Pentair-Reviews-E1767.htm,104,5/9/2016,4/30/2019,,,,,,,,,,
green,,12/7/2017,5/9/2018,,,,,Dover Corp,,,https://www.glassdoor.com/Reviews/Dover-Corporation-Reviews-E206.htm,47,12/7/2016,5/9/2019,,,,,,,,,,
green,,5/11/2018,5/11/2018,,,,,VC3 Inc,,,https://www.glassdoor.com/Reviews/VC3-Reviews-E394569.htm,18,5/11/2017,5/11/2019,,,,,,,,,,
green,,1/18/2017,5/31/2018,,,,,Blackstone Group LP,,,https://www.glassdoor.com/Reviews/The-Blackstone-Group-Reviews-E4022.htm,79,1/19/2016,5/31/2019,,,,,,,,,,
green,,8/21/2017,5/31/2018,,,,,Wyndham Worldwide Corp to Destination,,,https://www.glassdoor.com/Reviews/Wyndham-Destinations-Reviews-E356401.htm,260,8/21/2016,5/31/2019,,,,,,,,,,
green,,8/2/2017,6/1/2018,,,,,Wyndham Worldwide Corp,,,https://www.glassdoor.com/Reviews/Wyndham-Hotels-and-Resorts-Reviews-E2310228.htm,76,8/2/2016,6/1/2019,,,,,,,,,,
green,,8/3/2017,6/1/2018,,,,,Spirit Realty Capital Inc,,,https://www.glassdoor.com/Reviews/Spirit-Realty-Capital-Reviews-E1844789.htm,3,8/3/2016,6/1/2019,,,,,,,,,,
green,,1/8/2018,6/7/2018,,,,,Next Alt SARL,,,https://www.glassdoor.com/Reviews/Altice-USA-Reviews-E3190196.htm,84,1/8/2017,6/7/2019,,,,,,,,,,
green,,12/14/2017,7/1/2018,,,,,DDR Corp,,,https://www.glassdoor.com/Reviews/DDR-Corp-Reviews-E2277.htm,5,12/14/2016,7/1/2019,,,,,,,,,,
green,,4/18/2018,8/7/2018,,,,,LINN Energy Inc,,,https://www.glassdoor.com/Reviews/Linn-Energy-Reviews-E38467.htm,9,4/18/2017,8/7/2019,,,,,,,,,,
,,12/20/2017,8/10/2018,,,,,Grupo Financiero Mercantil,,,https://www.glassdoor.com/Reviews/Banorte-Reviews-E8236.htm,9,12/20/2016,8/10/2019,,,,,,,,,,
green,,8/20/2018,8/20/2018,,,,,Milliman Inc,,,https://www.glassdoor.com/Reviews/Milliman-Reviews-E13873.htm,85,8/20/2017,8/20/2019,,,,,,,,,,
green,,4/17/2018,9/4/2018,,,,,Inpixon,,,https://www.glassdoor.com/Reviews/Inpixon-Reviews-E1626192.htm,6,4/17/2017,9/4/2019,,,,,,,,,,
green,,5/1/2018,9/14/2018,,,,,Klx Inc,,,https://www.glassdoor.com/Reviews/KLX-Energy-Services-Reviews-E1079236.htm,8,5/1/2017,9/14/2019,,,,,,,,,,
green,,9/17/2018,9/17/2018,,,,,DHI Group Inc,,,https://www.glassdoor.com/Reviews/DHI-Group-Reviews-E1176264.htm,18,9/17/2017,9/17/2019,,,,,,,,,,
green,,7/26/2017,10/1/2018,,,,,ServiceMaster Global Holdings Inc,,,https://www.glassdoor.com/Reviews/ServiceMaster-Brands-Reviews-E596.htm,64,7/26/2016,10/1/2019,,,,,,,,,,
green,,10/10/2017,10/1/2018,,,,,Honeywell International Inc,,,https://www.glassdoor.com/Reviews/Honeywell-Reviews-E28.htm,2251,10/10/2016,10/1/2019,,,,,,,,,,
,,11/14/2017,10/11/2018,,,,,Carolina Pad,,,https://www.glassdoor.com/Reviews/Carolina-Pad-Reviews-E2400339.htm,1,11/14/2016,10/11/2019,,,,,,,,,,
green,,10/10/2017,10/29/2018,,,,,Honeywell International Inc,,,https://www.glassdoor.com/Reviews/Honeywell-Reviews-E28.htm,2251,10/10/2016,10/29/2019,,,,,,,,,,
green,,12/12/2017,11/1/2018,,,,,Trinity Industries Inc,,,https://www.glassdoor.com/Reviews/Trinity-Industries-Reviews-E678.htm,49,12/12/2016,11/1/2019,,,,,,,,,,
green,,2/21/2018,11/12/2018,,,,,Eqt Corp-Midstream Business,,,https://www.glassdoor.com/Reviews/EQT-Corporation-Reviews-E233.htm,24,2/21/2017,11/12/2019,,,,,,,,,,
green,,2/9/2018,11/30/2018,,,,,BGC Partners Inc,,,https://www.glassdoor.com/Reviews/BGC-Group-Reviews-E9862.htm,42,2/9/2017,11/30/2019,,,,,,,,,,
green,,11/29/2018,12/31/2018,,,,,NETGEAR Inc,,,https://www.glassdoor.com/Reviews/NETGEAR-Reviews-E12666.htm,31,11/29/2017,12/31/2019,,,,,,,,,,
green,,1/28/2019,1/28/2019,,,,,AECOM,,,https://www.glassdoor.com/Reviews/AECOM-Reviews-E5632.htm,1078,1/28/2018,1/28/2020,,,,,,,,,,
green,,2/11/2019,3/1/2019,,,,,FMC Corp,,,https://www.glassdoor.com/Reviews/FMC-Reviews-E239.htm,55,2/11/2018,2/29/2020,,,,,,,,,,
green,,3/12/2019,3/12/2019,,,,,Continental AG,,,https://www.glassdoor.com/Reviews/Continental-Reviews-E3768.htm,613,3/12/2018,3/11/2020,,,,,,,,,,
,,12/14/2017,3/19/2019,,,,,21st Century Fox Inc,,,https://www.glassdoor.com/Reviews/FOX-International-Channels-Reviews-E1018920.htm,4,12/14/2016,3/18/2020,,,,,,,,,,
